"id";"name";"city_name";"geometry_name";"office";"phone";"email";"website";"lon";"lat";"category";"subcategory"
"1244";"Коллекционер, магазин антиквариата";"Уссурийск";"Некрасова, 24";"1 этаж";"+74234320960";NULL;NULL;"131.954166";"43.789632";"Культура / Искусство / Религия";"Антиквариат"
"1245";"Алладин, антикварная лавка";"Уссурийск";"Калинина, 54";"1 этаж; центр Старый ГУМ";"+79242475477";NULL;NULL;"131.958737";"43.789902";"Культура / Искусство / Религия";"Антиквариат"
"1246";"Фабрика Торговли, торговая компания";"Уссурийск";"Кирова, 44Б лит Б";;"+74232714533";NULL;NULL;"131.949858";"43.819756";"Мебель / Материалы / Фурнитура";"Металлическая мебель для помещений"
"1247";"Ростна";"Уссурийск";"Горького, 83";"1 этаж";"+74234342927";NULL;"http://rostna.a5.ru";"131.942302";"43.802941";"Мебель / Материалы / Фурнитура";"Металлическая мебель для помещений"
"1248";"Стиль-Интерьер, ООО, мебельный салон";"Уссурийск";"Тимирязева, 29";"2, 3 этаж";"+74234321789";"interier-shop@mail.ru";"http://stil-interier.ru";"131.949749";"43.789885";"Мебель / Материалы / Фурнитура";"Сейфы"
"1249";"12 стульев, салон мебели";"Уссурийск";"Тимирязева, 29";"2 этаж";"+74234321939";NULL;"http://www.stil-interier.ru";"131.949749";"43.789885";"Мебель / Материалы / Фурнитура";"Сейфы"
"1250";"Стиль-Интерьер, ООО, мебельный салон";"Уссурийск";"Некрасова, 22";"211, 216 офис; 2 этаж";"+74234324752";NULL;"http://stil-interier.ru";"131.95394";"43.789234";"Мебель / Материалы / Фурнитура";"Сейфы"
"1251";"Домашний Очаг, салон мебели";"Уссурийск";"Агеева, 52";"1 этаж";"+79147069243";"nop@domochag.ru";"http://adm.domochag.ru";"131.956592";"43.782555";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1252";"Венеция, магазин-салон элитных дверей и кухонь";"Уссурийск";"Агеева, 52";"1 этаж";"+74234269797";NULL;"http://www.venezia-kuhni.ru";"131.956592";"43.782555";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1253";"ГЛАМ дизайн, студия мебельного дизайна";"Уссурийск";"Ленина, 44";;"+79143283794";"glamstudio@mail.ru";NULL;"131.956097";"43.788474";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1254";"Фараон, производственно-монтажная компания";"Уссурийск";"Плеханова, 75";"8 офис; 1 этаж";"+74234373782";NULL;NULL;"131.953613";"43.798474";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1255";"Мебель Studio, производственная компания";"Уссурийск";"Ленина, 48";"цокольный этаж";"+79143305089";NULL;"http://www.mebelstud.ru";"131.95627";"43.788969";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1256";"Выбор, компания";"Уссурийск";"Калинина, 43";"1 этаж";NULL;NULL;NULL;"131.957372";"43.78869";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1257";"Радиус, производственная компания";"Уссурийск";"Ленина, 122";"9 офис; 1 этаж";"+79244319151";NULL;"http://radius-dv.ru";"131.955689";"43.799878";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1258";"Уссур-Мебель, производственная компания";"Уссурийск";"Комсомольская, 121 ст4";"вход с торца";"+79244331870";NULL;"http://stoliki.plp7.ru";"131.973547";"43.807465";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1259";"У Василича, фирма по изготовлению мебели";"Уссурийск";"Угловая, 37";;"+74234304645";NULL;"http://vasilich.net";"131.977676";"43.765878";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1260";"Компания по изготовлению и продаже мебели, ИП Тен М.Д.";"Уссурийск";"Пушкина, 150";"1 этаж";"+74234269046";NULL;NULL;"131.975825";"43.800753";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1261";"Инес, производственная компания";"Уссурийск";"Горького, 79";"1 этаж";"+74234346119";NULL;"http://www.ines-dv.ru";"131.942425";"43.802118";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
"1262";"Идея, компания по изготовлению мебели на заказ";"Уссурийск";"Ленина, 133";"1 этаж";"+74234339415";NULL;"http://www.idea-mebel.jimbo.com";"131.953557";"43.803005";"Мебель / Материалы / Фурнитура";"Изготовление мебели под заказ"
